ZIP CODE,Geography,Respite Reimbursement Rate ($/hr)
43828,OHIO,33
43830,OHIO,33
43832,OHIO,33
43836,OHIO,33
43837,OHIO,33
43840,OHIO,33
43842,OHIO,33
43843,OHIO,33
43844,OHIO,33
43845,OHIO,33
43901,OHIO,33
43902,OHIO,33
43903,OHIO,33
43905,OHIO,33
43906,OHIO,33
43907,OHIO,33
43908,OHIO,33
43909,OHIO,33
43910,OHIO,33
43912,OHIO,33
43913,OHIO,33
43914,OHIO,33
43915,OHIO,33
43916,OHIO,33
43917,OHIO,33
43920,OHIO,33
43925,OHIO,33
43926,OHIO,33
43927,OHIO,33
43928,OHIO,33
43930,OHIO,33
43931,OHIO,33
43932,OHIO,33
43933,OHIO,33
43934,OHIO,33
43935,OHIO,33
43937,OHIO,33
43938,OHIO,33
43939,OHIO,33
43940,OHIO,33
43941,OHIO,33
43942,OHIO,33
43943,OHIO,33
43944,OHIO,33
43945,OHIO,33
43946,OHIO,33
43947,OHIO,33
43948,OHIO,33
43950,OHIO,33
43951,OHIO,33
43952,OHIO,33
43953,OHIO,33
43961,OHIO,33
43962,OHIO,33
43963,OHIO,33
43964,OHIO,33
43966,OHIO,33
43967,OHIO,33
43968,OHIO,33
43970,OHIO,33
43971,OHIO,33
43972,OHIO,33
43973,OHIO,33
43974,OHIO,33
43976,OHIO,33
43977,OHIO,33
43981,OHIO,33
43983,OHIO,33
43984,OHIO,33
43985,OHIO,33
43986,OHIO,33
43988,OHIO,33
43989,OHIO,33
44001,OHIO,33
44003,OHIO,33
44004,OHIO,33
44005,OHIO,33
44010,OHIO,33
44011,OHIO,33
44012,OHIO,33
44017,OHIO,33
44021,OHIO,33
44022,OHIO,33
44023,OHIO,33
44024,OHIO,33
44026,OHIO,33
44028,OHIO,33
44030,OHIO,33
44032,OHIO,33
44033,OHIO,33
44035,OHIO,33
44036,OHIO,33
44039,OHIO,33
44040,OHIO,33
44041,OHIO,33
44044,OHIO,33
44045,OHIO,33
44046,OHIO,33
44047,OHIO,33
44048,OHIO,33
44049,OHIO,33
44050,OHIO,33
44052,OHIO,33
44053,OHIO,33
44054,OHIO,33
44055,OHIO,33
44056,OHIO,33
44057,OHIO,33
44060,OHIO,33
44061,OHIO,33
44062,OHIO,33
44064,OHIO,33
44065,OHIO,33
44067,OHIO,33
44068,OHIO,33
44070,OHIO,33
44072,OHIO,33
44073,OHIO,33
44074,OHIO,33
44076,OHIO,33
44077,OHIO,33
44080,OHIO,33
44081,OHIO,33
44082,OHIO,33
44084,OHIO,33
44085,OHIO,33
44086,OHIO,33
44087,OHIO,33
44088,OHIO,33
44089,OHIO,33
44090,OHIO,33
44092,OHIO,33
44093,OHIO,33
44094,OHIO,33
44095,OHIO,33
44096,OHIO,33
44097,OHIO,33
44099,OHIO,33
44101,OHIO,33
44102,OHIO,33
44103,OHIO,33
44104,OHIO,33
44105,OHIO,33
44106,OHIO,33
44107,OHIO,33
44108,OHIO,33
44109,OHIO,33
44110,OHIO,33
44111,OHIO,33
44112,OHIO,33
44113,OHIO,33
44114,OHIO,33
44115,OHIO,33
44116,OHIO,33
44117,OHIO,33
44118,OHIO,33
44119,OHIO,33
44120,OHIO,33
44121,OHIO,33
44122,OHIO,33
44123,OHIO,33
44124,OHIO,33
44125,OHIO,33
44126,OHIO,33
44127,OHIO,33
44128,OHIO,33
44129,OHIO,33
44130,OHIO,33
44131,OHIO,33
44132,OHIO,33
44133,OHIO,33
44134,OHIO,33
44135,OHIO,33
44136,OHIO,33
44137,OHIO,33
44138,OHIO,33
44139,OHIO,33
44140,OHIO,33
44141,OHIO,33
44142,OHIO,33
44143,OHIO,33
44144,OHIO,33
44145,OHIO,33
44146,OHIO,33
44147,OHIO,33
44149,OHIO,33
44177,OHIO,33
44178,OHIO,33
44179,OHIO,33
44181,OHIO,33
44184,OHIO,33
44185,OHIO,33
44186,OHIO,33
44188,OHIO,33
44189,OHIO,33
44190,OHIO,33
44191,OHIO,33
44192,OHIO,33
44193,OHIO,33
44194,OHIO,33
44195,OHIO,33
44197,OHIO,33
44198,OHIO,33
44199,OHIO,33
44201,OHIO,33
44202,OHIO,33
44203,OHIO,33
44210,OHIO,33
44211,OHIO,33
44212,OHIO,33
44214,OHIO,33
44215,OHIO,33
44216,OHIO,33
44217,OHIO,33
44221,OHIO,33
44222,OHIO,33
44223,OHIO,33
44224,OHIO,33
44230,OHIO,33
44231,OHIO,33
44232,OHIO,33
44233,OHIO,33
44234,OHIO,33
44235,OHIO,33
44236,OHIO,33
44237,OHIO,33
44238,OHIO,33
44240,OHIO,33
44241,OHIO,33
44242,OHIO,33
44243,OHIO,33
44250,OHIO,33
44251,OHIO,33
44253,OHIO,33
44254,OHIO,33
44255,OHIO,33
44256,OHIO,33
44258,OHIO,33
44260,OHIO,33
44262,OHIO,33
44264,OHIO,33
44265,OHIO,33
44266,OHIO,33
44270,OHIO,33
44272,OHIO,33
44273,OHIO,33
44274,OHIO,33
44275,OHIO,33
44276,OHIO,33
44278,OHIO,33
44280,OHIO,33
44281,OHIO,33
44282,OHIO,33
44285,OHIO,33
44286,OHIO,33
44287,OHIO,33
44288,OHIO,33
44301,OHIO,33
44302,OHIO,33
44303,OHIO,33
44304,OHIO,33
44305,OHIO,33
44306,OHIO,33
44307,OHIO,33
44308,OHIO,33
44309,OHIO,33
44310,OHIO,33
44311,OHIO,33
44312,OHIO,33
44313,OHIO,33
44314,OHIO,33
44315,OHIO,33
44316,OHIO,33
44317,OHIO,33
44319,OHIO,33
44320,OHIO,33
44321,OHIO,33
44322,OHIO,33
44325,OHIO,33
44326,OHIO,33
44328,OHIO,33
44333,OHIO,33
44334,OHIO,33
44372,OHIO,33
44393,OHIO,33
44396,OHIO,33
44397,OHIO,33
44398,OHIO,33
44399,OHIO,33
44401,OHIO,33
44402,OHIO,33
44403,OHIO,33
44404,OHIO,33
44405,OHIO,33
44406,OHIO,33
44408,OHIO,33
44410,OHIO,33
44411,OHIO,33
44412,OHIO,33
44413,OHIO,33
44415,OHIO,33
44416,OHIO,33
44417,OHIO,33
44418,OHIO,33
44420,OHIO,33
44422,OHIO,33
44423,OHIO,33
44424,OHIO,33
44425,OHIO,33
44427,OHIO,33
44428,OHIO,33
44429,OHIO,33
44430,OHIO,33
44431,OHIO,33
44432,OHIO,33
44436,OHIO,33
44437,OHIO,33
44438,OHIO,33
44439,OHIO,33
44440,OHIO,33
44441,OHIO,33
44442,OHIO,33
44443,OHIO,33
44444,OHIO,33
44445,OHIO,33
44446,OHIO,33
44449,OHIO,33
44450,OHIO,33
44451,OHIO,33
44452,OHIO,33
44453,OHIO,33
44454,OHIO,33
44455,OHIO,33
44460,OHIO,33
44470,OHIO,33
44471,OHIO,33
44473,OHIO,33
44481,OHIO,33
44482,OHIO,33
44483,OHIO,33
44484,OHIO,33
44485,OHIO,33
44486,OHIO,33
44487,OHIO,33
44488,OHIO,33
44490,OHIO,33
44491,OHIO,33
44492,OHIO,33
44493,OHIO,33
44501,OHIO,33
44502,OHIO,33
44503,OHIO,33
44504,OHIO,33
44505,OHIO,33
44506,OHIO,33
44507,OHIO,33
44509,OHIO,33
44510,OHIO,33
44511,OHIO,33
44512,OHIO,33
44513,OHIO,33
44514,OHIO,33
44515,OHIO,33
44555,OHIO,33
44598,OHIO,33
44599,OHIO,33
44601,OHIO,33
44606,OHIO,33
44607,OHIO,33
44608,OHIO,33
44609,OHIO,33
44610,OHIO,33
44611,OHIO,33
44612,OHIO,33
44613,OHIO,33
44614,OHIO,33
44615,OHIO,33
44617,OHIO,33
44618,OHIO,33
44619,OHIO,33
44620,OHIO,33
44621,OHIO,33
44622,OHIO,33
44624,OHIO,33
44625,OHIO,33
44626,OHIO,33
44627,OHIO,33
44628,OHIO,33
44629,OHIO,33
44630,OHIO,33
44631,OHIO,33
44632,OHIO,33
44633,OHIO,33
44634,OHIO,33
44636,OHIO,33
44637,OHIO,33
44638,OHIO,33
44639,OHIO,33
44640,OHIO,33
44641,OHIO,33
44643,OHIO,33
44644,OHIO,33
44645,OHIO,33
44646,OHIO,33
44647,OHIO,33
44648,OHIO,33
44650,OHIO,33
44651,OHIO,33
44652,OHIO,33
44653,OHIO,33
44654,OHIO,33
44656,OHIO,33
44657,OHIO,33
44659,OHIO,33
44660,OHIO,33
44661,OHIO,33
44662,OHIO,33
44663,OHIO,33
44665,OHIO,33
44666,OHIO,33
44667,OHIO,33
44669,OHIO,33
44670,OHIO,33
44671,OHIO,33
44672,OHIO,33
44675,OHIO,33
44676,OHIO,33
44677,OHIO,33
44678,OHIO,33
44679,OHIO,33
44680,OHIO,33
44681,OHIO,33
44682,OHIO,33
44683,OHIO,33
44685,OHIO,33
44687,OHIO,33
44688,OHIO,33
44689,OHIO,33
44690,OHIO,33
44691,OHIO,33
44693,OHIO,33
44695,OHIO,33
44697,OHIO,33
44699,OHIO,33
44701,OHIO,33
44702,OHIO,33
44703,OHIO,33
44704,OHIO,33
44705,OHIO,33
44706,OHIO,33
44707,OHIO,33
44708,OHIO,33
44709,OHIO,33
44710,OHIO,33
44711,OHIO,33
44712,OHIO,33
44714,OHIO,33
44718,OHIO,33
44720,OHIO,33
44721,OHIO,33
44730,OHIO,33
44735,OHIO,33
44750,OHIO,33
44760,OHIO,33
44767,OHIO,33
44798,OHIO,33
44799,OHIO,33
44801,OHIO,33
44802,OHIO,33
44803,OHIO,33
44804,OHIO,33
44805,OHIO,33
44807,OHIO,33
44809,OHIO,33
44811,OHIO,33
44813,OHIO,33
44814,OHIO,33
44815,OHIO,33
44816,OHIO,33
44817,OHIO,33
44818,OHIO,33
44820,OHIO,33
44822,OHIO,33
44824,OHIO,33
44825,OHIO,33
44826,OHIO,33
44827,OHIO,33
44828,OHIO,33
44830,OHIO,33
44833,OHIO,33
44836,OHIO,33
44837,OHIO,33
44838,OHIO,33
44839,OHIO,33
44840,OHIO,33
44841,OHIO,33
44842,OHIO,33
44843,OHIO,33
44844,OHIO,33
44845,OHIO,33
44846,OHIO,33
44847,OHIO,33
44848,OHIO,33
44849,OHIO,33
44850,OHIO,33
44851,OHIO,33
44853,OHIO,33
44854,OHIO,33
44855,OHIO,33
44856,OHIO,33
44857,OHIO,33
44859,OHIO,33
44860,OHIO,33
44861,OHIO,33
44862,OHIO,33
44864,OHIO,33
44865,OHIO,33
44866,OHIO,33
44867,OHIO,33
44870,OHIO,33
44871,OHIO,33
44874,OHIO,33
44875,OHIO,33
44878,OHIO,33
44880,OHIO,33
44881,OHIO,33
44882,OHIO,33
44883,OHIO,33
44887,OHIO,33
44888,OHIO,33
44889,OHIO,33
44890,OHIO,33
44901,OHIO,33
44902,OHIO,33
44903,OHIO,33
44904,OHIO,33
44905,OHIO,33
44906,OHIO,33
44907,OHIO,33
44999,OHIO,33
45001,OHIO,33
45002,OHIO,33
45003,OHIO,33
45004,OHIO,33
45005,OHIO,33
45011,OHIO,33
45012,OHIO,33
45013,OHIO,33
45014,OHIO,33
45015,OHIO,33
45018,OHIO,33
45020,OHIO,33
45023,OHIO,33
45025,OHIO,33
45026,OHIO,33
45030,OHIO,33
45032,OHIO,33
45033,OHIO,33
45034,OHIO,33
45036,OHIO,33
45039,OHIO,33
45040,OHIO,33
45041,OHIO,33
45042,OHIO,33
45043,OHIO,33
45044,OHIO,33
45050,OHIO,33
45051,OHIO,33
45052,OHIO,33
45053,OHIO,33
45054,OHIO,33
45055,OHIO,33
45056,OHIO,33
45061,OHIO,33
45062,OHIO,33
45063,OHIO,33
45064,OHIO,33
45065,OHIO,33
45066,OHIO,33
45067,OHIO,33
45068,OHIO,33
45069,OHIO,33
45070,OHIO,33
45071,OHIO,33
45073,OHIO,33
45099,OHIO,33
45101,OHIO,33
45102,OHIO,33
45103,OHIO,33
45105,OHIO,33
45106,OHIO,33
45107,OHIO,33
45110,OHIO,33
45111,OHIO,33
45112,OHIO,33
45113,OHIO,33
45114,OHIO,33
45115,OHIO,33
45118,OHIO,33
45119,OHIO,33
45120,OHIO,33
45121,OHIO,33
45122,OHIO,33
45123,OHIO,33
45130,OHIO,33
45131,OHIO,33
45132,OHIO,33
45133,OHIO,33
45135,OHIO,33
45138,OHIO,33
45140,OHIO,33
45142,OHIO,33
45144,OHIO,33
45145,OHIO,33
45146,OHIO,33
45147,OHIO,33
45148,OHIO,33
45150,OHIO,33
45152,OHIO,33
45153,OHIO,33
45154,OHIO,33
45155,OHIO,33
45156,OHIO,33
45157,OHIO,33
45158,OHIO,33
45159,OHIO,33
45160,OHIO,33
45162,OHIO,33
45164,OHIO,33
45165,OHIO,33
45166,OHIO,33
45167,OHIO,33
45168,OHIO,33
45169,OHIO,33
45171,OHIO,33
45172,OHIO,33
45174,OHIO,33
45176,OHIO,33
45177,OHIO,33
45201,OHIO,33
45202,OHIO,33
45203,OHIO,33
45204,OHIO,33
45205,OHIO,33
45206,OHIO,33
45207,OHIO,33
45208,OHIO,33
45209,OHIO,33
45210,OHIO,33
45211,OHIO,33
45212,OHIO,33
45213,OHIO,33
45214,OHIO,33
45215,OHIO,33
45216,OHIO,33
45217,OHIO,33
45218,OHIO,33
45219,OHIO,33
45220,OHIO,33
45221,OHIO,33
45222,OHIO,33
45223,OHIO,33
45224,OHIO,33
45225,OHIO,33
45226,OHIO,33
45227,OHIO,33
45228,OHIO,33
45229,OHIO,33
45230,OHIO,33
45231,OHIO,33
45232,OHIO,33
45233,OHIO,33
45234,OHIO,33
45235,OHIO,33
45236,OHIO,33
45237,OHIO,33
45238,OHIO,33
45239,OHIO,33
45240,OHIO,33
45241,OHIO,33
45242,OHIO,33
45243,OHIO,33
45244,OHIO,33
45245,OHIO,33
45246,OHIO,33
45247,OHIO,33
45248,OHIO,33
45249,OHIO,33
45250,OHIO,33
45251,OHIO,33
45252,OHIO,33
45253,OHIO,33
45254,OHIO,33
45255,OHIO,33
45258,OHIO,33
45262,OHIO,33
45263,OHIO,33
45264,OHIO,33
45267,OHIO,33
45268,OHIO,33
45269,OHIO,33
45270,OHIO,33
45271,OHIO,33
45273,OHIO,33
45274,OHIO,33
45275,OHIO,33
45277,OHIO,33
45280,OHIO,33
45296,OHIO,33
45298,OHIO,33
45299,OHIO,33
45301,OHIO,33
45302,OHIO,33
45303,OHIO,33
45304,OHIO,33
45305,OHIO,33
45306,OHIO,33
45307,OHIO,33
45308,OHIO,33
45309,OHIO,33
45310,OHIO,33
45311,OHIO,33
45312,OHIO,33
45314,OHIO,33
45315,OHIO,33
45316,OHIO,33
45317,OHIO,33
45318,OHIO,33
45319,OHIO,33
45320,OHIO,33
45321,OHIO,33
45322,OHIO,33
45323,OHIO,33
45324,OHIO,33
45325,OHIO,33
45326,OHIO,33
45327,OHIO,33
45328,OHIO,33
45329,OHIO,33
45330,OHIO,33
45331,OHIO,33
45332,OHIO,33
45333,OHIO,33
45334,OHIO,33
45335,OHIO,33
45336,OHIO,33
45337,OHIO,33
45338,OHIO,33
45339,OHIO,33
45340,OHIO,33
45341,OHIO,33
45342,OHIO,33
45343,OHIO,33
45344,OHIO,33
45345,OHIO,33
45346,OHIO,33
45347,OHIO,33
45348,OHIO,33
45349,OHIO,33
45350,OHIO,33
45351,OHIO,33
45352,OHIO,33
45353,OHIO,33
45354,OHIO,33
45356,OHIO,33
45358,OHIO,33
45359,OHIO,33
45360,OHIO,33
45361,OHIO,33
45362,OHIO,33
45363,OHIO,33
45365,OHIO,33
45367,OHIO,33
45368,OHIO,33
45369,OHIO,33
45370,OHIO,33
45371,OHIO,33
45372,OHIO,33
45373,OHIO,33
45374,OHIO,33
45377,OHIO,33
45378,OHIO,33
45380,OHIO,33
45381,OHIO,33
45382,OHIO,33
45383,OHIO,33
45384,OHIO,33
45385,OHIO,33
45387,OHIO,33
45388,OHIO,33
45389,OHIO,33
45390,OHIO,33
45400,OHIO,33
45401,OHIO,33
45402,OHIO,33
45403,OHIO,33
45404,OHIO,33
45405,OHIO,33
45406,OHIO,33
45407,OHIO,33
45408,OHIO,33
45409,OHIO,33
45410,OHIO,33
45412,OHIO,33
45413,OHIO,33
45414,OHIO,33
45415,OHIO,33
45416,OHIO,33
45417,OHIO,33
45418,OHIO,33
45419,OHIO,33
45420,OHIO,33
45422,OHIO,33
45423,OHIO,33
45424,OHIO,33
45426,OHIO,33
45427,OHIO,33
45428,OHIO,33
45429,OHIO,33
45430,OHIO,33
45431,OHIO,33
45432,OHIO,33
45433,OHIO,33
45434,OHIO,33
45435,OHIO,33
45437,OHIO,33
45439,OHIO,33
45440,OHIO,33
45441,OHIO,33
45448,OHIO,33
45449,OHIO,33
45454,OHIO,33
45458,OHIO,33
45459,OHIO,33
45463,OHIO,33
45469,OHIO,33
45470,OHIO,33
45475,OHIO,33
45479,OHIO,33
45481,OHIO,33
45482,OHIO,33
45490,OHIO,33
45500,OHIO,33
45501,OHIO,33
45502,OHIO,33
45503,OHIO,33
45504,OHIO,33
45505,OHIO,33
45506,OHIO,33
45601,OHIO,33
45612,OHIO,33
45613,OHIO,33
45614,OHIO,33
45616,OHIO,33
45617,OHIO,33
45618,OHIO,33
45619,OHIO,33
45620,OHIO,33
45621,OHIO,33
45622,OHIO,33
45623,OHIO,33
45624,OHIO,33
45628,OHIO,33
45629,OHIO,33
45630,OHIO,33
45631,OHIO,33
45633,OHIO,33
45634,OHIO,33
45636,OHIO,33
45638,OHIO,33
45640,OHIO,33
45642,OHIO,33
45643,OHIO,33
45644,OHIO,33
45645,OHIO,33
45646,OHIO,33
45647,OHIO,33
45648,OHIO,33
45650,OHIO,33
45651,OHIO,33
45652,OHIO,33
45653,OHIO,33
45654,OHIO,33
45656,OHIO,33
45657,OHIO,33
45658,OHIO,33
45659,OHIO,33
45660,OHIO,33
45661,OHIO,33
45662,OHIO,33
45663,OHIO,33
45669,OHIO,33
45671,OHIO,33
45672,OHIO,33
45673,OHIO,33
45674,OHIO,33
45675,OHIO,33
45677,OHIO,33
45678,OHIO,33
45679,OHIO,33
45680,OHIO,33
45681,OHIO,33
45682,OHIO,33
45683,OHIO,33
45684,OHIO,33
45685,OHIO,33
45686,OHIO,33
45687,OHIO,33
45688,OHIO,33
45690,OHIO,33
45692,OHIO,33
45693,OHIO,33
45694,OHIO,33
45695,OHIO,33
45696,OHIO,33
45697,OHIO,33
45698,OHIO,33
45699,OHIO,33
45701,OHIO,33
45710,OHIO,33
45711,OHIO,33
45712,OHIO,33
45713,OHIO,33
45714,OHIO,33
45715,OHIO,33
45716,OHIO,33
45717,OHIO,33
45719,OHIO,33
45720,OHIO,33
45721,OHIO,33
45723,OHIO,33
45724,OHIO,33
45727,OHIO,33
45729,OHIO,33
45732,OHIO,33
45734,OHIO,33
45735,OHIO,33
45739,OHIO,33
45740,OHIO,33
45741,OHIO,33
45742,OHIO,33
45743,OHIO,33
45744,OHIO,33
45745,OHIO,33
45746,OHIO,33
45750,OHIO,33
45760,OHIO,33
45761,OHIO,33
45764,OHIO,33
45766,OHIO,33
45767,OHIO,33
45768,OHIO,33
45769,OHIO,33
45770,OHIO,33
45771,OHIO,33
45772,OHIO,33
45773,OHIO,33
45775,OHIO,33
45776,OHIO,33
45777,OHIO,33
45778,OHIO,33
45779,OHIO,33
45780,OHIO,33
45781,OHIO,33
45782,OHIO,33
45783,OHIO,33
45784,OHIO,33
45786,OHIO,33
45787,OHIO,33
45788,OHIO,33
45789,OHIO,33
45801,OHIO,33
45802,OHIO,33
45804,OHIO,33
45805,OHIO,33
45806,OHIO,33
45807,OHIO,33
45808,OHIO,33
45809,OHIO,33
45810,OHIO,33
45812,OHIO,33
45813,OHIO,33
45814,OHIO,33
45815,OHIO,33
45816,OHIO,33
45817,OHIO,33
45819,OHIO,33
45820,OHIO,33
45821,OHIO,33
45822,OHIO,33
45826,OHIO,33
45827,OHIO,33
45828,OHIO,33
45830,OHIO,33
45831,OHIO,33
45832,OHIO,33
45833,OHIO,33
45835,OHIO,33
45836,OHIO,33
45837,OHIO,33
45838,OHIO,33
45839,OHIO,33
45840,OHIO,33
45841,OHIO,33
45843,OHIO,33
45844,OHIO,33
45845,OHIO,33
45846,OHIO,33
45848,OHIO,33
45849,OHIO,33
45850,OHIO,33
45851,OHIO,33
45853,OHIO,33
45854,OHIO,33
45855,OHIO,33
45856,OHIO,33
45858,OHIO,33
45859,OHIO,33
45860,OHIO,33
45861,OHIO,33
45862,OHIO,33
45863,OHIO,33
45864,OHIO,33
45865,OHIO,33
45866,OHIO,33
45867,OHIO,33
45868,OHIO,33
45869,OHIO,33
45870,OHIO,33
45871,OHIO,33
45872,OHIO,33
45873,OHIO,33
45874,OHIO,33
45875,OHIO,33
45876,OHIO,33
45877,OHIO,33
45879,OHIO,33
45880,OHIO,33
45881,OHIO,33
45882,OHIO,33
45883,OHIO,33
45884,OHIO,33
45885,OHIO,33
45886,OHIO,33
45887,OHIO,33
45888,OHIO,33
45889,OHIO,33
45890,OHIO,33
45891,OHIO,33
45893,OHIO,33
45894,OHIO,33
45895,OHIO,33
45896,OHIO,33
45897,OHIO,33
45898,OHIO,33
45899,OHIO,33
45944,OHIO,33
45950,OHIO,33
45999,OHIO,33
73001,OKLAHOMA,32.06
73002,OKLAHOMA,32.06
73003,OKLAHOMA,32.06
73004,OKLAHOMA,32.06
73005,OKLAHOMA,32.06
73006,OKLAHOMA,32.06
73007,OKLAHOMA,32.06
73008,OKLAHOMA,32.06
73009,OKLAHOMA,32.06
73010,OKLAHOMA,32.06
73011,OKLAHOMA,32.06
73012,OKLAHOMA,32.06
73013,OKLAHOMA,32.06
73014,OKLAHOMA,32.06
73015,OKLAHOMA,32.06
73016,OKLAHOMA,32.06
73017,OKLAHOMA,32.06
73018,OKLAHOMA,32.06
73019,OKLAHOMA,32.06
73020,OKLAHOMA,32.06
73021,OKLAHOMA,32.06
73022,OKLAHOMA,32.06
73023,OKLAHOMA,32.06
73024,OKLAHOMA,32.06
73025,OKLAHOMA,32.06
73026,OKLAHOMA,32.06
73027,OKLAHOMA,32.06
73028,OKLAHOMA,32.06
73029,OKLAHOMA,32.06
73030,OKLAHOMA,32.06
73031,OKLAHOMA,32.06
73032,OKLAHOMA,32.06
73033,OKLAHOMA,32.06
73034,OKLAHOMA,32.06
73035,OKLAHOMA,32.06
73036,OKLAHOMA,32.06
73038,OKLAHOMA,32.06
73039,OKLAHOMA,32.06
73040,OKLAHOMA,32.06
73041,OKLAHOMA,32.06
73042,OKLAHOMA,32.06
73043,OKLAHOMA,32.06
73044,OKLAHOMA,32.06
73045,OKLAHOMA,32.06
73046,OKLAHOMA,32.06
73047,OKLAHOMA,32.06
73048,OKLAHOMA,32.06
73049,OKLAHOMA,32.06
73050,OKLAHOMA,32.06
73051,OKLAHOMA,32.06
73052,OKLAHOMA,32.06
73053,OKLAHOMA,32.06
73054,OKLAHOMA,32.06
73055,OKLAHOMA,32.06
73056,OKLAHOMA,32.06
73057,OKLAHOMA,32.06
73058,OKLAHOMA,32.06
73059,OKLAHOMA,32.06
73061,OKLAHOMA,32.06
73062,OKLAHOMA,32.06
73063,OKLAHOMA,32.06
73064,OKLAHOMA,32.06
73065,OKLAHOMA,32.06
73066,OKLAHOMA,32.06
73067,OKLAHOMA,32.06
73068,OKLAHOMA,32.06
73069,OKLAHOMA,32.06
73070,OKLAHOMA,32.06
73071,OKLAHOMA,32.06
73072,OKLAHOMA,32.06
73073,OKLAHOMA,32.06
73074,OKLAHOMA,32.06
73075,OKLAHOMA,32.06
73076,OKLAHOMA,32.06
73077,OKLAHOMA,32.06
73078,OKLAHOMA,32.06
73079,OKLAHOMA,32.06
73080,OKLAHOMA,32.06
73081,OKLAHOMA,32.06
73082,OKLAHOMA,32.06
73083,OKLAHOMA,32.06
73084,OKLAHOMA,32.06
73085,OKLAHOMA,32.06
73086,OKLAHOMA,32.06
73087,OKLAHOMA,32.06
73088,OKLAHOMA,32.06
73089,OKLAHOMA,32.06
73090,OKLAHOMA,32.06
73091,OKLAHOMA,32.06
73092,OKLAHOMA,32.06
73093,OKLAHOMA,32.06
73094,OKLAHOMA,32.06
73095,OKLAHOMA,32.06
73096,OKLAHOMA,32.06
73097,OKLAHOMA,32.06
73098,OKLAHOMA,32.06
73099,OKLAHOMA,32.06
73101,OKLAHOMA,32.06
73102,OKLAHOMA,32.06
73103,OKLAHOMA,32.06
73104,OKLAHOMA,32.06
73105,OKLAHOMA,32.06
73106,OKLAHOMA,32.06
73107,OKLAHOMA,32.06
73108,OKLAHOMA,32.06
73109,OKLAHOMA,32.06
73110,OKLAHOMA,32.06
73111,OKLAHOMA,32.06
73112,OKLAHOMA,32.06
73113,OKLAHOMA,32.06
73114,OKLAHOMA,32.06
73115,OKLAHOMA,32.06
73116,OKLAHOMA,32.06
73117,OKLAHOMA,32.06
73118,OKLAHOMA,32.06
73119,OKLAHOMA,32.06
73120,OKLAHOMA,32.06
73121,OKLAHOMA,32.06
73122,OKLAHOMA,32.06
73123,OKLAHOMA,32.06
73124,OKLAHOMA,32.06
73125,OKLAHOMA,32.06
73126,OKLAHOMA,32.06
73127,OKLAHOMA,32.06
73128,OKLAHOMA,32.06
73129,OKLAHOMA,32.06
73130,OKLAHOMA,32.06
73131,OKLAHOMA,32.06
73132,OKLAHOMA,32.06
73134,OKLAHOMA,32.06
73135,OKLAHOMA,32.06
73136,OKLAHOMA,32.06
73137,OKLAHOMA,32.06
73139,OKLAHOMA,32.06
73140,OKLAHOMA,32.06
73141,OKLAHOMA,32.06
73142,OKLAHOMA,32.06
73143,OKLAHOMA,32.06
73144,OKLAHOMA,32.06
73145,OKLAHOMA,32.06
73146,OKLAHOMA,32.06
73147,OKLAHOMA,32.06
73148,OKLAHOMA,32.06
73149,OKLAHOMA,32.06
73150,OKLAHOMA,32.06
73151,OKLAHOMA,32.06
73152,OKLAHOMA,32.06
73153,OKLAHOMA,32.06
73154,OKLAHOMA,32.06
73155,OKLAHOMA,32.06
73156,OKLAHOMA,32.06
73157,OKLAHOMA,32.06
73159,OKLAHOMA,32.06
73160,OKLAHOMA,32.06
73162,OKLAHOMA,32.06
73163,OKLAHOMA,32.06
73164,OKLAHOMA,32.06
73165,OKLAHOMA,32.06
73167,OKLAHOMA,32.06
73169,OKLAHOMA,32.06
73170,OKLAHOMA,32.06
73172,OKLAHOMA,32.06
73173,OKLAHOMA,32.06
73175,OKLAHOMA,32.06
73177,OKLAHOMA,32.06
73178,OKLAHOMA,32.06
73179,OKLAHOMA,32.06
73180,OKLAHOMA,32.06
73184,OKLAHOMA,32.06
73185,OKLAHOMA,32.06
73189,OKLAHOMA,32.06
73190,OKLAHOMA,32.06
73193,OKLAHOMA,32.06
73194,OKLAHOMA,32.06
73195,OKLAHOMA,32.06
73196,OKLAHOMA,32.06
73197,OKLAHOMA,32.06
73198,OKLAHOMA,32.06
73199,OKLAHOMA,32.06
73401,OKLAHOMA,32.06
73402,OKLAHOMA,32.06
73403,OKLAHOMA,32.06
73425,OKLAHOMA,32.06
73430,OKLAHOMA,32.06
73432,OKLAHOMA,32.06
73433,OKLAHOMA,32.06
73434,OKLAHOMA,32.06
73435,OKLAHOMA,32.06
73436,OKLAHOMA,32.06
73437,OKLAHOMA,32.06
73438,OKLAHOMA,32.06
73439,OKLAHOMA,32.06
73440,OKLAHOMA,32.06
73441,OKLAHOMA,32.06
73442,OKLAHOMA,32.06
73443,OKLAHOMA,32.06
73444,OKLAHOMA,32.06
73446,OKLAHOMA,32.06
73447,OKLAHOMA,32.06
73448,OKLAHOMA,32.06
73449,OKLAHOMA,32.06
73450,OKLAHOMA,32.06
73453,OKLAHOMA,32.06
73455,OKLAHOMA,32.06
73456,OKLAHOMA,32.06
73458,OKLAHOMA,32.06
73459,OKLAHOMA,32.06
73460,OKLAHOMA,32.06
73461,OKLAHOMA,32.06
73463,OKLAHOMA,32.06
73476,OKLAHOMA,32.06
